Bedroom,LGA,Period,Affordable,Percent
1br,Maroondah,2011-06-01 00:00:00,4,0.138
1br,Maroondah,2011-09-01 00:00:00,3,0.125
1br,Maroondah,2011-12-01 00:00:00,0,0
1br,Maroondah,2012-03-01 00:00:00,1,0.034
1br,Maroondah,2012-06-01 00:00:00,2,0.105
1br,Maroondah,2012-09-01 00:00:00,0,0
1br,Maroondah,2012-12-01 00:00:00,1,0.037
1br,Maroondah,2013-03-01 00:00:00,1,0.038
1br,Maroondah,2013-06-01 00:00:00,1,0.059
1br,Maroondah,2013-09-01 00:00:00,0,0
1br,Maroondah,2014-03-01 00:00:00,2,0.08
1br,Maroondah,2014-06-01 00:00:00,1,0.045
1br,Maroondah,2014-09-01 00:00:00,0,0
1br,Maroondah,2014-12-01 00:00:00,1,0.04
1br,Maroondah,2015-03-01 00:00:00,0,0
1br,Maroondah,2015-06-01 00:00:00,0,0
1br,Maroondah,2015-09-01 00:00:00,1,0.033
1br,Maroondah,2015-12-01 00:00:00,2,0.083
1br,Maroondah,2016-03-01 00:00:00,0,0
1br,Maroondah,2016-06-01 00:00:00,1,0.034
1br,Maroondah,2016-09-01 00:00:00,0,0
1br,Maroondah,2016-12-01 00:00:00,1,0.033
1br,Maroondah,2017-03-01 00:00:00,0,0
1br,Maroondah,2017-09-01 00:00:00,1,0.067
1br,Maroondah,2017-12-01 00:00:00,1,0.031
1br,Maroondah,2018-03-01 00:00:00,2,0.065
1br,Maroondah,2018-06-01 00:00:00,0,0
1br,Maroondah,2018-09-01 00:00:00,0,0
1br,Maroondah,2018-12-01 00:00:00,0,0
1br,Maroondah,2019-03-01 00:00:00,0,0
1br,Maroondah,2019-06-01 00:00:00,0,0
1br,Maroondah,2019-09-01 00:00:00,1,0.032
1br,Maroondah,2019-12-01 00:00:00,0,0
1br,Maroondah,2020-03-01 00:00:00,0,0
1br,Maroondah,2020-06-01 00:00:00,0,0
1br,Maroondah,2020-09-01 00:00:00,0,0
1br,Maroondah,2020-12-01 00:00:00,0,0
1br,Maroondah,2021-03-01 00:00:00,0,0
1br,Maroondah,2021-06-01 00:00:00,0,0
1br,Maroondah,2021-09-01 00:00:00,1,0.037
1br,Maroondah,2021-12-01 00:00:00,1,0.029
1br,Maroondah,2022-03-01 00:00:00,0,0
1br,Maroondah,2022-06-01 00:00:00,1,0.037
1br,Maroondah,2022-09-01 00:00:00,0,0
1br,Maroondah,2022-12-01 00:00:00,0,0
1br,Maroondah,2023-03-01 00:00:00,0,0
1br,Maroondah,2023-06-01 00:00:00,0,0
1br,Maroondah,2023-09-01 00:00:00,2,0.08
1br,Maroondah,2023-12-01 00:00:00,2,0.1
1br,Maroondah,2024-03-01 00:00:00,0,0
1br,Maroondah,2024-06-01 00:00:00,2,0.059
1br,Maroondah,2024-09-01 00:00:00,0,0
1br,Maroondah,2024-12-01 00:00:00,1,0.042
1br,Maroondah,2025-03-01 00:00:00,0,0
1br,Melbourne,2000-03-01 00:00:00,3,0.005
1br,Melbourne,2000-06-01 00:00:00,3,0.006
1br,Melbourne,2000-09-01 00:00:00,5,0.009
1br,Melbourne,2000-12-01 00:00:00,9,0.018
1br,Melbourne,2001-03-01 00:00:00,8,0.011
1br,Melbourne,2001-06-01 00:00:00,4,0.008
1br,Melbourne,2001-09-01 00:00:00,3,0.005
1br,Melbourne,2001-12-01 00:00:00,6,0.01
1br,Melbourne,2002-03-01 00:00:00,6,0.007
1br,Melbourne,2002-06-01 00:00:00,2,0.004
1br,Melbourne,2002-09-01 00:00:00,7,0.011
1br,Melbourne,2002-12-01 00:00:00,4,0.007
1br,Melbourne,2003-03-01 00:00:00,5,0.004
1br,Melbourne,2003-06-01 00:00:00,8,0.012
1br,Melbourne,2003-09-01 00:00:00,3,0.004
1br,Melbourne,2003-12-01 00:00:00,9,0.012
1br,Melbourne,2004-03-01 00:00:00,6,0.004
1br,Melbourne,2004-06-01 00:00:00,0,0
1br,Melbourne,2004-09-01 00:00:00,2,0.002
1br,Melbourne,2004-12-01 00:00:00,3,0.004
1br,Melbourne,2005-03-01 00:00:00,7,0.005
1br,Melbourne,2005-06-01 00:00:00,1,0.001
1br,Melbourne,2005-09-01 00:00:00,0,0
1br,Melbourne,2005-12-01 00:00:00,4,0.004
1br,Melbourne,2006-03-01 00:00:00,1,0.001
1br,Melbourne,2006-06-01 00:00:00,3,0.003
1br,Melbourne,2006-09-01 00:00:00,2,0.002
1br,Melbourne,2006-12-01 00:00:00,4,0.004
1br,Melbourne,2007-03-01 00:00:00,1,0.001
1br,Melbourne,2007-06-01 00:00:00,0,0
1br,Melbourne,2007-09-01 00:00:00,6,0.006
1br,Melbourne,2007-12-01 00:00:00,3,0.004
1br,Melbourne,2008-03-01 00:00:00,3,0.002
1br,Melbourne,2008-06-01 00:00:00,0,0
1br,Melbourne,2008-09-01 00:00:00,1,0.001
1br,Melbourne,2008-12-01 00:00:00,3,0.003
1br,Melbourne,2009-03-01 00:00:00,1,0.001
1br,Melbourne,2009-06-01 00:00:00,2,0.002
1br,Melbourne,2009-09-01 00:00:00,0,0
1br,Melbourne,2009-12-01 00:00:00,1,0.001
1br,Melbourne,2010-03-01 00:00:00,2,0.001
1br,Melbourne,2010-06-01 00:00:00,6,0.006
1br,Melbourne,2010-09-01 00:00:00,4,0.003
1br,Melbourne,2010-12-01 00:00:00,0,0
1br,Melbourne,2011-03-01 00:00:00,4,0.002
1br,Melbourne,2011-06-01 00:00:00,10,0.01
1br,Melbourne,2011-09-01 00:00:00,8,0.006
1br,Melbourne,2011-12-01 00:00:00,4,0.003
1br,Melbourne,2012-03-01 00:00:00,0,0
1br,Melbourne,2012-06-01 00:00:00,1,0.001
1br,Melbourne,2012-09-01 00:00:00,3,0.002
1br,Melbourne,2012-12-01 00:00:00,3,0.002
1br,Melbourne,2013-03-01 00:00:00,5,0.003
1br,Melbourne,2013-06-01 00:00:00,4,0.002
1br,Melbourne,2013-09-01 00:00:00,0,0
1br,Melbourne,2014-03-01 00:00:00,4,0.002
1br,Melbourne,2014-06-01 00:00:00,4,0.003
1br,Melbourne,2014-09-01 00:00:00,1,0
1br,Melbourne,2014-12-01 00:00:00,4,0.002
1br,Melbourne,2015-03-01 00:00:00,2,0.001
1br,Melbourne,2015-06-01 00:00:00,10,0.006
1br,Melbourne,2015-09-01 00:00:00,5,0.002
1br,Melbourne,2015-12-01 00:00:00,3,0.002
1br,Melbourne,2016-03-01 00:00:00,4,0.002
1br,Melbourne,2016-06-01 00:00:00,11,0.006
1br,Melbourne,2016-09-01 00:00:00,18,0.008
1br,Melbourne,2016-12-01 00:00:00,5,0.003
1br,Melbourne,2017-03-01 00:00:00,19,0.007
1br,Melbourne,2017-09-01 00:00:00,10,0.004
1br,Melbourne,2017-12-01 00:00:00,11,0.006
1br,Melbourne,2018-03-01 00:00:00,34,0.012
1br,Melbourne,2018-06-01 00:00:00,17,0.009
1br,Melbourne,2018-09-01 00:00:00,16,0.007
1br,Melbourne,2018-12-01 00:00:00,11,0.006
1br,Melbourne,2019-03-01 00:00:00,4,0.001
1br,Melbourne,2019-06-01 00:00:00,6,0.003
1br,Melbourne,2019-09-01 00:00:00,8,0.003
1br,Melbourne,2019-12-01 00:00:00,9,0.005
1br,Melbourne,2020-03-01 00:00:00,5,0.002
1br,Melbourne,2020-06-01 00:00:00,4,0.002
1br,Melbourne,2020-09-01 00:00:00,2,0.001
1br,Melbourne,2020-12-01 00:00:00,16,0.005
1br,Melbourne,2021-03-01 00:00:00,14,0.003
1br,Melbourne,2021-06-01 00:00:00,29,0.009
1br,Melbourne,2021-09-01 00:00:00,30,0.01
1br,Melbourne,2021-12-01 00:00:00,52,0.017
1br,Melbourne,2022-03-01 00:00:00,35,0.009
1br,Melbourne,2022-06-01 00:00:00,36,0.014
1br,Melbourne,2022-09-01 00:00:00,29,0.01
1br,Melbourne,2022-12-01 00:00:00,5,0.002
1br,Melbourne,2023-03-01 00:00:00,32,0.009
1br,Melbourne,2023-06-01 00:00:00,27,0.011
1br,Melbourne,2023-09-01 00:00:00,38,0.012
1br,Melbourne,2023-12-01 00:00:00,16,0.006
1br,Melbourne,2024-03-01 00:00:00,23,0.006
1br,Melbourne,2024-06-01 00:00:00,30,0.013
1br,Melbourne,2024-09-01 00:00:00,26,0.009
1br,Melbourne,2024-12-01 00:00:00,14,0.006
1br,Melbourne,2025-03-01 00:00:00,25,0.006
1br,Melton,2000-03-01 00:00:00,0,0
1br,Melton,2000-06-01 00:00:00,0,0
1br,Melton,2000-09-01 00:00:00,1,0.333
1br,Melton,2000-12-01 00:00:00,2,0.667
1br,Melton,2001-03-01 00:00:00,0,0
1br,Melton,2001-06-01 00:00:00,1,0.333
1br,Melton,2001-09-01 00:00:00,0,0
1br,Melton,2001-12-01 00:00:00,0,0
1br,Melton,2002-03-01 00:00:00,0,0
1br,Melton,2002-06-01 00:00:00,0,0
1br,Melton,2002-09-01 00:00:00,2,1
1br,Melton,2002-12-01 00:00:00,0,0
1br,Melton,2003-03-01 00:00:00,1,1
1br,Melton,2003-06-01 00:00:00,1,0.333
1br,Melton,2003-09-01 00:00:00,0,0
1br,Melton,2003-12-01 00:00:00,0,0
1br,Melton,2004-03-01 00:00:00,1,1
1br,Melton,2004-06-01 00:00:00,0,0
1br,Melton,2004-09-01 00:00:00,1,0.333
1br,Melton,2004-12-01 00:00:00,1,0.5
1br,Melton,2005-03-01 00:00:00,0,0
1br,Melton,2005-06-01 00:00:00,1,0.5
1br,Melton,2005-09-01 00:00:00,0,0
1br,Melton,2005-12-01 00:00:00,1,1
1br,Melton,2006-03-01 00:00:00,0,0
1br,Melton,2006-06-01 00:00:00,1,0.333
1br,Melton,2006-09-01 00:00:00,1,0.333
1br,Melton,2006-12-01 00:00:00,0,0
1br,Melton,2007-03-01 00:00:00,1,0.333
1br,Melton,2007-06-01 00:00:00,0,0
1br,Melton,2007-09-01 00:00:00,1,0.5
1br,Melton,2007-12-01 00:00:00,0,0
1br,Melton,2008-03-01 00:00:00,0,0
1br,Melton,2008-06-01 00:00:00,0,0
1br,Melton,2008-09-01 00:00:00,1,0.111
1br,Melton,2008-12-01 00:00:00,0,0
1br,Melton,2009-03-01 00:00:00,0,0
1br,Melton,2009-06-01 00:00:00,1,0.03
1br,Melton,2009-09-01 00:00:00,0,0
1br,Melton,2009-12-01 00:00:00,0,0
1br,Melton,2010-03-01 00:00:00,1,0.067
1br,Melton,2010-06-01 00:00:00,0,0
1br,Melton,2010-09-01 00:00:00,0,0
1br,Melton,2010-12-01 00:00:00,0,0
1br,Melton,2011-03-01 00:00:00,2,0.154
1br,Melton,2011-06-01 00:00:00,0,0
1br,Melton,2011-09-01 00:00:00,0,0
1br,Melton,2011-12-01 00:00:00,0,0
1br,Melton,2012-03-01 00:00:00,1,0.1
1br,Melton,2012-06-01 00:00:00,0,0
1br,Melton,2012-09-01 00:00:00,0,0
1br,Melton,2012-12-01 00:00:00,0,0
1br,Melton,2013-03-01 00:00:00,0,0
1br,Melton,2013-06-01 00:00:00,1,0.071
1br,Melton,2013-09-01 00:00:00,0,0
1br,Melton,2014-03-01 00:00:00,0,0
1br,Melton,2014-06-01 00:00:00,0,0
1br,Melton,2014-09-01 00:00:00,0,0
1br,Melton,2014-12-01 00:00:00,0,0
1br,Melton,2015-03-01 00:00:00,0,0
1br,Melton,2015-06-01 00:00:00,0,0
1br,Melton,2015-09-01 00:00:00,0,0
1br,Melton,2015-12-01 00:00:00,0,0
1br,Melton,2016-03-01 00:00:00,1,0.071
1br,Melton,2016-06-01 00:00:00,0,0
1br,Melton,2016-09-01 00:00:00,2,0.2
1br,Melton,2016-12-01 00:00:00,0,0
1br,Melton,2017-03-01 00:00:00,0,0
1br,Melton,2017-09-01 00:00:00,0,0
1br,Melton,2017-12-01 00:00:00,0,0
1br,Melton,2018-03-01 00:00:00,0,0
1br,Melton,2018-06-01 00:00:00,1,0.125
1br,Melton,2018-09-01 00:00:00,0,0
1br,Melton,2018-12-01 00:00:00,1,0.1
1br,Melton,2019-03-01 00:00:00,0,0
1br,Melton,2019-06-01 00:00:00,0,0
1br,Melton,2019-09-01 00:00:00,1,0.067
1br,Melton,2019-12-01 00:00:00,1,0.1
1br,Melton,2020-03-01 00:00:00,0,0
1br,Melton,2020-06-01 00:00:00,0,0
1br,Melton,2020-09-01 00:00:00,0,0
1br,Melton,2020-12-01 00:00:00,0,0
1br,Melton,2021-03-01 00:00:00,0,0
1br,Melton,2021-06-01 00:00:00,0,0
1br,Melton,2021-09-01 00:00:00,0,0
1br,Melton,2021-12-01 00:00:00,0,0
1br,Melton,2022-03-01 00:00:00,0,0
1br,Melton,2022-06-01 00:00:00,0,0
1br,Melton,2022-09-01 00:00:00,0,0
1br,Melton,2022-12-01 00:00:00,0,0
1br,Melton,2023-03-01 00:00:00,0,0
1br,Melton,2023-06-01 00:00:00,0,0
1br,Melton,2023-09-01 00:00:00,0,0
1br,Melton,2023-12-01 00:00:00,0,0
1br,Melton,2024-03-01 00:00:00,0,0
1br,Melton,2024-06-01 00:00:00,0,0
1br,Melton,2024-09-01 00:00:00,0,0
1br,Melton,2024-12-01 00:00:00,0,0
1br,Melton,2025-03-01 00:00:00,0,0
1br,Merri-bek,2000-03-01 00:00:00,17,0.053
1br,Merri-bek,2000-06-01 00:00:00,6,0.023
1br,Merri-bek,2000-09-01 00:00:00,15,0.067
1br,Merri-bek,2000-12-01 00:00:00,22,0.111
1br,Merri-bek,2001-03-01 00:00:00,35,0.129
1br,Merri-bek,2001-06-01 00:00:00,16,0.082
1br,Merri-bek,2001-09-01 00:00:00,12,0.054
1br,Merri-bek,2001-12-01 00:00:00,12,0.06
1br,Merri-bek,2002-03-01 00:00:00,8,0.031
1br,Merri-bek,2002-06-01 00:00:00,9,0.037
1br,Merri-bek,2002-09-01 00:00:00,15,0.068
1br,Merri-bek,2002-12-01 00:00:00,6,0.028
1br,Merri-bek,2003-03-01 00:00:00,11,0.033
1br,Merri-bek,2003-06-01 00:00:00,7,0.028
1br,Merri-bek,2003-09-01 00:00:00,6,0.027
1br,Merri-bek,2003-12-01 00:00:00,12,0.061
1br,Merri-bek,2004-03-01 00:00:00,9,0.028
1br,Merri-bek,2004-06-01 00:00:00,7,0.037
1br,Merri-bek,2004-09-01 00:00:00,15,0.063
1br,Merri-bek,2004-12-01 00:00:00,8,0.038
1br,Merri-bek,2005-03-01 00:00:00,8,0.028
1br,Merri-bek,2005-06-01 00:00:00,9,0.037
1br,Merri-bek,2005-09-01 00:00:00,5,0.021
1br,Merri-bek,2005-12-01 00:00:00,2,0.009
1br,Merri-bek,2006-03-01 00:00:00,7,0.027
1br,Merri-bek,2006-06-01 00:00:00,6,0.031
1br,Merri-bek,2006-09-01 00:00:00,12,0.056
1br,Merri-bek,2006-12-01 00:00:00,3,0.017
1br,Merri-bek,2007-03-01 00:00:00,4,0.014
1br,Merri-bek,2007-06-01 00:00:00,6,0.031
1br,Merri-bek,2007-09-01 00:00:00,8,0.037
1br,Merri-bek,2007-12-01 00:00:00,2,0.012
1br,Merri-bek,2008-03-01 00:00:00,1,0.004
1br,Merri-bek,2008-06-01 00:00:00,0,0
1br,Merri-bek,2008-09-01 00:00:00,2,0.008
1br,Merri-bek,2008-12-01 00:00:00,1,0.004
1br,Merri-bek,2009-03-01 00:00:00,3,0.01
1br,Merri-bek,2009-06-01 00:00:00,1,0.005
1br,Merri-bek,2009-09-01 00:00:00,2,0.008
1br,Merri-bek,2009-12-01 00:00:00,2,0.008
1br,Merri-bek,2010-03-01 00:00:00,0,0
1br,Merri-bek,2010-06-01 00:00:00,1,0.005
1br,Merri-bek,2010-09-01 00:00:00,3,0.011
1br,Merri-bek,2010-12-01 00:00:00,0,0
1br,Merri-bek,2011-03-01 00:00:00,1,0.003
1br,Merri-bek,2011-06-01 00:00:00,2,0.007
1br,Merri-bek,2011-09-01 00:00:00,2,0.006
1br,Merri-bek,2011-12-01 00:00:00,0,0
1br,Merri-bek,2012-03-01 00:00:00,0,0
1br,Merri-bek,2012-06-01 00:00:00,1,0.004
1br,Merri-bek,2012-09-01 00:00:00,2,0.007
1br,Merri-bek,2012-12-01 00:00:00,1,0.004
1br,Merri-bek,2013-03-01 00:00:00,2,0.005
1br,Merri-bek,2013-06-01 00:00:00,0,0
1br,Merri-bek,2013-09-01 00:00:00,2,0.006
1br,Merri-bek,2014-03-01 00:00:00,1,0.002
1br,Merri-bek,2014-06-01 00:00:00,0,0
1br,Merri-bek,2014-09-01 00:00:00,0,0
1br,Merri-bek,2014-12-01 00:00:00,0,0
1br,Merri-bek,2015-03-01 00:00:00,0,0
1br,Merri-bek,2015-06-01 00:00:00,1,0.003
1br,Merri-bek,2015-09-01 00:00:00,1,0.002
1br,Merri-bek,2015-12-01 00:00:00,2,0.006
1br,Merri-bek,2016-03-01 00:00:00,1,0.002
1br,Merri-bek,2016-06-01 00:00:00,4,0.01
1br,Merri-bek,2016-09-01 00:00:00,0,0
1br,Merri-bek,2016-12-01 00:00:00,5,0.013
1br,Merri-bek,2017-03-01 00:00:00,1,0.002
1br,Merri-bek,2017-09-01 00:00:00,4,0.011
1br,Merri-bek,2017-12-01 00:00:00,4,0.01
1br,Merri-bek,2018-03-01 00:00:00,2,0.005
1br,Merri-bek,2018-06-01 00:00:00,1,0.002
1br,Merri-bek,2018-09-01 00:00:00,1,0.002
1br,Merri-bek,2018-12-01 00:00:00,2,0.005
1br,Merri-bek,2019-03-01 00:00:00,1,0.002
1br,Merri-bek,2019-06-01 00:00:00,3,0.008
1br,Merri-bek,2019-09-01 00:00:00,1,0.002
1br,Merri-bek,2019-12-01 00:00:00,2,0.005
1br,Merri-bek,2020-03-01 00:00:00,4,0.009
1br,Merri-bek,2020-06-01 00:00:00,2,0.004
1br,Merri-bek,2020-09-01 00:00:00,3,0.008
1br,Merri-bek,2020-12-01 00:00:00,0,0
1br,Merri-bek,2021-03-01 00:00:00,3,0.006
1br,Merri-bek,2021-06-01 00:00:00,9,0.015
1br,Merri-bek,2021-09-01 00:00:00,10,0.021
1br,Merri-bek,2021-12-01 00:00:00,9,0.018
1br,Merri-bek,2022-03-01 00:00:00,2,0.004
1br,Merri-bek,2022-06-01 00:00:00,1,0.002
1br,Merri-bek,2022-09-01 00:00:00,5,0.011
1br,Merri-bek,2022-12-01 00:00:00,14,0.035
1br,Merri-bek,2023-03-01 00:00:00,7,0.018
1br,Merri-bek,2023-06-01 00:00:00,5,0.013
1br,Merri-bek,2023-09-01 00:00:00,6,0.016
1br,Merri-bek,2023-12-01 00:00:00,1,0.002
1br,Merri-bek,2024-03-01 00:00:00,3,0.008
1br,Merri-bek,2024-06-01 00:00:00,3,0.009
1br,Merri-bek,2024-09-01 00:00:00,5,0.013
1br,Merri-bek,2024-12-01 00:00:00,42,0.108
1br,Merri-bek,2025-03-01 00:00:00,10,0.025
1br,Metro,2000-03-01 00:00:00,289,0.061
1br,Metro,2000-06-01 00:00:00,197,0.048
1br,Metro,2000-09-01 00:00:00,350,0.078
1br,Metro,2000-12-01 00:00:00,508,0.13
1br,Metro,2001-03-01 00:00:00,583,0.115
1br,Metro,2001-06-01 00:00:00,429,0.107
1br,Metro,2001-09-01 00:00:00,281,0.065
1br,Metro,2001-12-01 00:00:00,284,0.071
1br,Metro,2002-03-01 00:00:00,274,0.052
1br,Metro,2002-06-01 00:00:00,248,0.059
1br,Metro,2002-09-01 00:00:00,298,0.064
1br,Metro,2002-12-01 00:00:00,230,0.057
1br,Metro,2003-03-01 00:00:00,259,0.045
1br,Metro,2003-06-01 00:00:00,200,0.046
1br,Metro,2003-09-01 00:00:00,201,0.042
1br,Metro,2003-12-01 00:00:00,159,0.038
1br,Metro,2004-03-01 00:00:00,194,0.032
1br,Metro,2004-06-01 00:00:00,167,0.043
1br,Metro,2004-09-01 00:00:00,262,0.053
1br,Metro,2004-12-01 00:00:00,204,0.047
1br,Metro,2005-03-01 00:00:00,208,0.035
1br,Metro,2005-06-01 00:00:00,189,0.04
1br,Metro,2005-09-01 00:00:00,190,0.036
1br,Metro,2005-12-01 00:00:00,218,0.052
1br,Metro,2006-03-01 00:00:00,186,0.032
1br,Metro,2006-06-01 00:00:00,134,0.03
1br,Metro,2006-09-01 00:00:00,166,0.034
1br,Metro,2006-12-01 00:00:00,118,0.028
1br,Metro,2007-03-01 00:00:00,103,0.018
1br,Metro,2007-06-01 00:00:00,94,0.021
1br,Metro,2007-09-01 00:00:00,93,0.02
1br,Metro,2007-12-01 00:00:00,69,0.018
1br,Metro,2008-03-01 00:00:00,82,0.015
1br,Metro,2008-06-01 00:00:00,83,0.018
1br,Metro,2008-09-01 00:00:00,70,0.015
1br,Metro,2008-12-01 00:00:00,52,0.012
1br,Metro,2009-03-01 00:00:00,52,0.009
1br,Metro,2009-06-01 00:00:00,47,0.009
1br,Metro,2009-09-01 00:00:00,83,0.015
1br,Metro,2009-12-01 00:00:00,31,0.006
1br,Metro,2010-03-01 00:00:00,51,0.008
1br,Metro,2010-06-01 00:00:00,66,0.014
1br,Metro,2010-09-01 00:00:00,56,0.011
1br,Metro,2010-12-01 00:00:00,30,0.006
1br,Metro,2011-03-01 00:00:00,73,0.011
1br,Metro,2011-06-01 00:00:00,76,0.015
1br,Metro,2011-09-01 00:00:00,52,0.009
1br,Metro,2011-12-01 00:00:00,32,0.006
1br,Metro,2012-03-01 00:00:00,28,0.004
1br,Metro,2012-06-01 00:00:00,33,0.006
1br,Metro,2012-09-01 00:00:00,41,0.007
1br,Metro,2012-12-01 00:00:00,24,0.004
1br,Metro,2013-03-01 00:00:00,34,0.005
1br,Metro,2013-06-01 00:00:00,33,0.005
1br,Metro,2013-09-01 00:00:00,44,0.006
1br,Metro,2014-03-01 00:00:00,41,0.005
1br,Metro,2014-06-01 00:00:00,26,0.004
1br,Metro,2014-09-01 00:00:00,24,0.003
1br,Metro,2014-12-01 00:00:00,26,0.004
1br,Metro,2015-03-01 00:00:00,30,0.003
1br,Metro,2015-06-01 00:00:00,28,0.005
1br,Metro,2015-09-01 00:00:00,18,0.002
1br,Metro,2015-12-01 00:00:00,28,0.004
1br,Metro,2016-03-01 00:00:00,33,0.004
1br,Metro,2016-06-01 00:00:00,33,0.005
1br,Metro,2016-09-01 00:00:00,33,0.004
1br,Metro,2016-12-01 00:00:00,35,0.005
1br,Metro,2017-03-01 00:00:00,44,0.005
1br,Metro,2017-09-01 00:00:00,36,0.005
1br,Metro,2017-12-01 00:00:00,30,0.004
1br,Metro,2018-03-01 00:00:00,59,0.007
1br,Metro,2018-06-01 00:00:00,39,0.006
1br,Metro,2018-09-01 00:00:00,40,0.005
1br,Metro,2018-12-01 00:00:00,25,0.004
1br,Metro,2019-03-01 00:00:00,28,0.003
1br,Metro,2019-06-01 00:00:00,22,0.003
1br,Metro,2019-09-01 00:00:00,32,0.004
1br,Metro,2019-12-01 00:00:00,35,0.005
1br,Metro,2020-03-01 00:00:00,32,0.003
1br,Metro,2020-06-01 00:00:00,32,0.005
1br,Metro,2020-09-01 00:00:00,34,0.004
1br,Metro,2020-12-01 00:00:00,54,0.006
1br,Metro,2021-03-01 00:00:00,71,0.006
1br,Metro,2021-06-01 00:00:00,143,0.014
1br,Metro,2021-09-01 00:00:00,144,0.016
1br,Metro,2021-12-01 00:00:00,126,0.014
1br,Metro,2022-03-01 00:00:00,102,0.009
1br,Metro,2022-06-01 00:00:00,77,0.009
1br,Metro,2022-09-01 00:00:00,92,0.01
1br,Metro,2022-12-01 00:00:00,84,0.011
1br,Metro,2023-03-01 00:00:00,94,0.01
1br,Metro,2023-06-01 00:00:00,78,0.011
1br,Metro,2023-09-01 00:00:00,83,0.01
1br,Metro,2023-12-01 00:00:00,76,0.011
1br,Metro,2024-03-01 00:00:00,89,0.01
1br,Metro,2024-06-01 00:00:00,109,0.015
1br,Metro,2024-09-01 00:00:00,132,0.016
1br,Metro,2024-12-01 00:00:00,140,0.02
1br,Metro,2025-03-01 00:00:00,75,0.009
1br,Mildura,2000-03-01 00:00:00,21,0.955
1br,Mildura,2000-06-01 00:00:00,25,0.893
1br,Mildura,2000-09-01 00:00:00,18,0.818
1br,Mildura,2000-12-01 00:00:00,24,1
1br,Mildura,2001-03-01 00:00:00,27,1
1br,Mildura,2001-06-01 00:00:00,23,0.958
1br,Mildura,2001-09-01 00:00:00,20,0.909
1br,Mildura,2001-12-01 00:00:00,17,0.81
1br,Mildura,2002-03-01 00:00:00,19,0.826
1br,Mildura,2002-06-01 00:00:00,14,0.933
1br,Mildura,2002-09-01 00:00:00,20,1
1br,Mildura,2002-12-01 00:00:00,16,0.842
1br,Mildura,2003-03-01 00:00:00,20,0.909
1br,Mildura,2003-06-01 00:00:00,30,0.882
1br,Mildura,2003-09-01 00:00:00,14,0.737
1br,Mildura,2003-12-01 00:00:00,18,0.75
1br,Mildura,2004-03-01 00:00:00,22,0.815
1br,Mildura,2004-06-01 00:00:00,19,0.864
1br,Mildura,2004-09-01 00:00:00,13,0.722
1br,Mildura,2004-12-01 00:00:00,30,0.833
1br,Mildura,2005-03-01 00:00:00,24,0.857
1br,Mildura,2005-06-01 00:00:00,18,0.9
1br,Mildura,2005-09-01 00:00:00,19,0.864
1br,Mildura,2005-12-01 00:00:00,21,0.913
1br,Mildura,2006-03-01 00:00:00,18,0.9
1br,Mildura,2006-06-01 00:00:00,17,0.895
1br,Mildura,2006-09-01 00:00:00,9,0.692
1br,Mildura,2006-12-01 00:00:00,18,0.818
1br,Mildura,2007-03-01 00:00:00,16,0.696
1br,Mildura,2007-06-01 00:00:00,13,0.684
1br,Mildura,2007-09-01 00:00:00,12,0.75
1br,Mildura,2007-12-01 00:00:00,14,0.737
1br,Mildura,2008-03-01 00:00:00,18,0.667
1br,Mildura,2008-06-01 00:00:00,18,0.72
1br,Mildura,2008-09-01 00:00:00,13,0.565
1br,Mildura,2008-12-01 00:00:00,19,0.559
1br,Mildura,2009-03-01 00:00:00,31,0.608
1br,Mildura,2009-06-01 00:00:00,16,0.571
1br,Mildura,2009-09-01 00:00:00,21,0.467
1br,Mildura,2009-12-01 00:00:00,13,0.419
1br,Mildura,2010-03-01 00:00:00,15,0.5
1br,Mildura,2010-06-01 00:00:00,10,0.625
1br,Mildura,2010-09-01 00:00:00,13,0.765
1br,Mildura,2010-12-01 00:00:00,22,0.917
1br,Mildura,2011-03-01 00:00:00,13,0.65
1br,Mildura,2011-06-01 00:00:00,21,0.553
1br,Mildura,2011-09-01 00:00:00,17,0.415
1br,Mildura,2011-12-01 00:00:00,12,0.444
1br,Mildura,2012-03-01 00:00:00,22,0.71
1br,Mildura,2012-06-01 00:00:00,14,0.538
1br,Mildura,2012-09-01 00:00:00,14,0.56
1br,Mildura,2012-12-01 00:00:00,11,0.688
1br,Mildura,2013-03-01 00:00:00,12,0.48
1br,Mildura,2013-06-01 00:00:00,16,0.593
1br,Mildura,2013-09-01 00:00:00,7,0.412
1br,Mildura,2014-03-01 00:00:00,7,0.318
1br,Mildura,2014-06-01 00:00:00,15,0.385
1br,Mildura,2014-09-01 00:00:00,7,0.167
1br,Mildura,2014-12-01 00:00:00,9,0.231
1br,Mildura,2015-03-01 00:00:00,9,0.391
1br,Mildura,2015-06-01 00:00:00,6,0.207
1br,Mildura,2015-09-01 00:00:00,6,0.194
1br,Mildura,2015-12-01 00:00:00,11,0.333
1br,Mildura,2016-03-01 00:00:00,7,0.28
1br,Mildura,2016-06-01 00:00:00,6,0.207
1br,Mildura,2016-09-01 00:00:00,6,0.261
1br,Mildura,2016-12-01 00:00:00,9,0.237
1br,Mildura,2017-03-01 00:00:00,5,0.192
1br,Mildura,2017-09-01 00:00:00,7,0.269
1br,Mildura,2017-12-01 00:00:00,11,0.393
1br,Mildura,2018-03-01 00:00:00,11,0.275
